scene_id,timestamp,cup_id,x,y,hand_distance,last_touched_time,touch_count,moved_recently,distance_to_tray,user_present,user_absent_time,active_cup_id,is_active_cup,time_near_cup,time_since_release,release_count,cup_motion_distance,stationary_time,was_moved,used_cup_candidate,idle_candidate,label
40,1779178303.408,1,0.5406,0.7514,999.0,19.551,1,0,0.5529,1,0.0,-1,0,0.143,19.406,1,0.0,17.986,1,1,0,IDLE
40,1779178303.408,2,0.7641,0.5875,999.0,0.85,77,0,0.4689,1,0.0,-1,0,10.898,0.703,3,0.0,1.408,1,1,0,ASK
41,1779178303.985,0,0.6664,0.6958,999.0,1.427,8,0,0.523,1,0.0,-1,0,1.122,1.28,3,0.0,18.563,1,1,0,ASK
41,1779178303.985,1,0.5406,0.7514,999.0,20.128,1,0,0.5529,1,0.0,-1,0,0.143,19.983,1,0.0,18.563,1,1,0,IDLE
41,1779178303.985,2,0.7656,0.5875,999.0,1.427,77,0,0.4698,1,0.0,-1,0,10.898,1.28,3,0.0,1.985,1,1,0,ASK
42,1779178304.545,0,0.6656,0.6958,999.0,1.987,8,0,0.5228,1,0.0,-1,0,1.122,1.84,3,0.0,19.123,1,1,0,ASK
42,1779178304.545,1,0.5406,0.7528,999.0,20.689,1,0,0.5543,1,0.0,-1,0,0.143,20.544,1,0.0,19.123,1,1,0,IDLE
42,1779178304.545,2,0.7656,0.5875,999.0,1.987,77,0,0.4698,1,0.0,-1,0,10.898,1.84,3,0.0,2.546,1,1,0,ASK
43,1779178305.121,0,0.6656,0.6958,999.0,2.563,8,0,0.5228,1,0.0,-1,0,1.122,2.417,3,0.0,19.699,1,1,0,ASK
43,1779178305.121,1,0.5406,0.7514,999.0,21.265,1,0,0.5529,1,0.0,-1,0,0.143,21.12,1,0.0,19.699,1,1,0,IDLE
43,1779178305.121,2,0.7656,0.5875,999.0,2.563,77,0,0.4698,1,0.0,-1,0,10.898,2.417,3,0.0,3.122,1,1,0,ASK
44,1779178305.681,0,0.6656,0.6972,999.0,3.123,8,0,0.5241,1,0.0,-1,0,1.122,2.976,3,0.0,20.259,1,1,0,ASK
44,1779178305.681,1,0.5406,0.7514,999.0,21.825,1,0,0.5529,1,0.0,-1,0,0.143,21.68,1,0.0,20.259,1,1,0,IDLE
44,1779178305.681,2,0.7656,0.5875,999.0,3.123,77,0,0.4698,1,0.0,-1,0,10.898,2.976,3,0.0,3.682,1,1,0,ASK
45,1779178306.24,0,0.6648,0.6972,999.0,3.682,8,0,0.5238,1,0.0,-1,0,1.122,3.535,3,0.0,20.818,1,1,0,ASK
45,1779178306.24,1,0.5406,0.7514,999.0,22.383,1,0,0.5529,1,0.0,-1,0,0.143,22.238,1,0.0,20.818,1,1,0,IDLE
45,1779178306.24,2,0.7656,0.5875,999.0,3.682,77,0,0.4698,1,0.0,-1,0,10.898,3.535,3,0.0,4.24,1,1,0,ASK
46,1779178306.812,0,0.6656,0.6972,999.0,4.254,8,0,0.5241,1,0.0,-1,0,1.122,4.107,3,0.0,21.39,1,1,0,ASK
